Volleys,Dribbling,ID,Balance,Skill Moves,Work Rate
39,59,8973,63,2,Medium/ High
42,68,8974,77,2,High/ Medium
33,64,8975,70,3,High/ Medium
41,65,8976,67,3,Medium/ Medium
19,55,8977,60,2,Medium/ Medium
32,64,8978,74,3,Medium/ Medium
59,67,8979,66,3,Medium/ Medium
29,25,8980,48,2,Medium/ High
54,73,8981,73,4,Medium/ Low
34,57,8982,58,2,Medium/ High
25,68,8983,73,3,Medium/ Medium
66,66,8984,56,3,High/ Medium
49,63,8985,75,3,Medium/ Medium
22,33,8986,68,2,Medium/ High
8,6,8987,49,1,Medium/ Medium
40,67,8988,58,3,High/ High
47,52,8989,53,2,Medium/ Medium
43,65,8990,75,3,High/ Medium
53,73,8991,89,3,Medium/ Medium
39,61,8992,68,2,High/ Medium
39,66,8993,58,3,Medium/ Medium
59,64,8994,66,3,High/ Medium
41,72,8995,48,3,Medium/ Medium
59,67,8996,70,3,Medium/ Low
24,35,8997,38,2,Medium/ High
58,68,8998,59,3,Medium/ Medium
27,60,8999,75,2,Medium/ Medium
26,66,9000,59,3,High/ Medium
59,60,9001,68,2,Medium/ High
33,62,9002,51,2,Medium/ Medium
34,68,9003,82,3,High/ Medium
39,66,9004,67,3,Medium/ Medium
39,64,9005,80,3,Medium/ Medium
55,70,9006,69,3,High/ Medium
66,64,9007,74,2,High/ Low
63,66,9008,79,3,High/ Medium
54,69,9009,95,3,Medium/ Medium
62,68,9010,58,3,Medium/ Low
57,63,9011,59,2,High/ Low
71,61,9012,73,2,Medium/ Medium
45,47,9013,65,2,Medium/ Medium
36,63,9014,62,2,Medium/ Medium
63,71,9015,78,3,High/ Medium
61,62,9016,66,2,High/ Medium
56,59,9017,56,2,High/ Low
14,12,9018,52,1,Medium/ Medium
45,58,9019,71,3,High/ Medium
37,68,9020,80,3,High/ Medium
65,66,9021,59,3,Medium/ Low
48,66,9022,80,3,Medium/ Medium
42,50,9023,57,2,Medium/ High
64,65,9024,61,2,Medium/ Medium
40,30,9025,35,2,Medium/ High
42,60,9026,76,2,Medium/ Medium
70,64,9027,80,3,Medium/ Medium
64,64,9028,59,3,Medium/ Medium
46,70,9029,67,3,Medium/ Low
30,58,9030,59,2,Low/ High
28,55,9031,75,2,Medium/ High
30,62,9032,56,2,Medium/ Medium
40,66,9033,71,3,Medium/ Medium
37,38,9034,45,2,Medium/ Medium
20,31,9035,66,2,Medium/ Medium
23,41,9036,42,2,Medium/ High
42,64,9037,75,3,High/ Medium
48,70,9038,70,3,Medium/ Medium
24,30,9039,55,2,Medium/ Medium
45,68,9040,77,3,Medium/ Medium
40,60,9041,64,2,Medium/ Medium
57,61,9042,83,3,Medium/ Medium
31,56,9043,78,2,Medium/ Medium
60,67,9044,58,3,High/ Medium
35,69,9045,68,3,Medium/ High
56,66,9046,77,2,High/ Low
32,64,9047,70,3,Medium/ High
31,62,9048,68,2,Medium/ Medium
8,18,9049,35,1,Medium/ Medium
64,67,9050,78,3,Medium/ Medium
33,62,9051,65,3,Medium/ Medium
61,71,9052,73,3,Medium/ Medium
50,56,9053,71,2,High/ Medium
45,63,9054,58,2,Medium/ High
32,58,9055,85,2,Medium/ Medium
42,66,9056,76,3,Medium/ Medium
52,42,9057,63,2,Medium/ Medium
35,59,9058,61,2,Medium/ Medium
30,67,9059,74,3,High/ Medium
45,67,9060,61,3,Medium/ Medium
5,13,9061,24,1,Medium/ Medium
26,56,9062,68,2,Medium/ Medium
16,20,9063,32,1,Medium/ Medium
65,60,9064,66,2,Medium/ Medium
51,64,9065,61,3,High/ High
57,71,9066,77,3,Medium/ Medium
49,63,9067,70,3,Medium/ Medium
28,54,9068,46,2,Medium/ High
18,19,9069,49,1,Medium/ Medium
35,49,9070,55,2,Medium/ Medium
46,42,9071,69,2,Medium/ Medium
47,43,9072,70,2,Low/ Medium
58,62,9073,68,3,Medium/ Medium
52,59,9074,39,2,High/ High
57,70,9075,60,3,Medium/ Low
40,44,9076,56,2,Low/ High
51,63,9077,66,3,High/ High
23,42,9078,70,2,Medium/ Medium
21,59,9079,63,2,Medium/ Medium
53,67,9080,84,3,Medium/ Medium
28,55,9081,67,2,Medium/ Medium
24,22,9082,52,2,Medium/ High
44,68,9083,65,3,Medium/ Medium
57,73,9084,57,3,High/ Medium
24,45,9085,50,2,Low/ High
25,28,9086,50,2,Medium/ Medium
14,24,9087,32,1,Medium/ Medium
41,56,9088,66,2,High/ Medium
42,65,9089,71,3,Medium/ Medium
51,59,9090,67,2,Medium/ Medium
10,7,9091,46,1,Medium/ Medium
12,11,9092,41,1,Medium/ Medium
48,61,9093,66,2,Medium/ Medium
17,21,9094,66,1,Medium/ Medium
45,63,9095,79,2,Medium/ Medium
55,63,9096,73,3,High/ Medium
54,55,9097,69,2,Medium/ Medium
25,67,9098,85,3,Medium/ Medium
61,62,9099,71,2,Medium/ Medium
47,59,9100,57,2,Medium/ Medium
31,35,9101,67,2,Low/ High
41,53,9102,54,2,High/ Medium
41,68,9103,63,3,High/ Medium
26,30,9104,64,2,Low/ Medium
25,63,9105,67,3,Medium/ Medium
59,61,9106,66,3,Medium/ Medium
37,66,9107,67,3,Medium/ Medium
17,35,9108,38,2,Medium/ Medium
43,68,9109,58,3,High/ Medium
48,55,9110,61,2,Medium/ High
66,62,9111,90,2,High/ Medium
46,52,9112,86,2,Medium/ Medium
11,14,9113,21,1,Medium/ Medium
56,58,9114,60,2,High/ Low
28,51,9115,66,2,Medium/ Medium
26,68,9116,65,2,Low/ Medium
5,9,9117,49,1,Medium/ Medium
36,61,9118,62,2,Medium/ Medium
64,59,9119,65,2,Medium/ Low
56,70,9120,81,3,Medium/ Medium
48,62,9121,85,3,High/ High
48,68,9122,65,3,Medium/ Medium
25,44,9123,48,2,Medium/ High
34,45,9124,51,2,Low/ Medium
25,60,9125,76,2,High/ Medium
29,31,9126,63,2,Low/ High
61,64,9127,52,3,Medium/ Medium
47,68,9128,52,3,Medium/ Medium
54,73,9129,78,3,High/ Medium
74,62,9130,80,2,Medium/ High
60,66,9131,74,3,Medium/ Medium
47,59,9132,55,2,Medium/ Medium
27,58,9133,51,2,Medium/ High
21,21,9134,65,2,Low/ High
11,18,9135,42,1,Medium/ Medium
53,68,9136,83,4,Medium/ Low
46,65,9137,62,3,Medium/ Medium
44,65,9138,77,3,Medium/ Medium
27,44,9139,65,2,Medium/ High
55,66,9140,78,3,Medium/ High
60,69,9141,71,3,Medium/ Medium
8,18,9142,35,1,Medium/ Medium
65,72,9143,66,3,Medium/ Low
57,73,9144,92,4,High/ Medium
30,33,9145,61,2,Medium/ High
19,46,9146,57,2,Medium/ High
53,61,9147,41,2,Medium/ Medium
42,59,9148,60,2,Medium/ Medium
34,54,9149,60,2,Medium/ Medium
60,72,9150,73,3,High/ Medium
37,63,9151,76,3,Medium/ Medium
46,51,9152,58,2,Medium/ Medium
69,71,9153,79,3,Medium/ Medium
61,70,9154,78,3,High/ Medium
42,69,9155,77,3,Medium/ Medium
32,14,9156,36,2,Medium/ Medium
35,39,9157,57,2,Medium/ High
54,71,9158,65,3,High/ Medium
14,15,9159,44,1,Medium/ Medium
29,62,9160,66,2,High/ Medium
46,65,9161,68,3,Medium/ Medium
11,14,9162,51,1,Medium/ Medium
61,54,9163,42,2,High/ High
24,59,9164,58,2,Medium/ Medium
17,13,9165,58,1,Medium/ Medium
9,7,9166,45,1,Medium/ Medium
27,41,9167,41,2,Medium/ High
55,68,9168,87,3,High/ Medium
48,52,9169,61,2,Low/ High
60,65,9170,76,3,High/ Medium
59,63,9171,76,3,Medium/ Medium
55,62,9172,67,2,High/ Medium
49,74,9173,69,3,Medium/ Medium
56,66,9174,65,3,Medium/ Medium
47,65,9175,74,3,Medium/ High
43,66,9176,65,3,Medium/ Medium
46,59,9177,57,2,Medium/ Medium
31,48,9178,67,2,Medium/ Medium
37,34,9179,62,2,Medium/ High
17,57,9180,63,2,Medium/ Medium
56,69,9181,78,3,High/ Medium
50,67,9182,70,3,Medium/ Medium
13,13,9183,41,1,Medium/ Medium
27,58,9184,58,2,Medium/ Medium
55,53,9185,64,2,Medium/ High
29,41,9186,54,2,Medium/ High
17,21,9187,33,1,Medium/ Medium
14,16,9188,40,1,Medium/ Medium
23,57,9189,62,2,Medium/ High
50,52,9190,60,2,Medium/ High
15,40,9191,74,2,Medium/ Medium
16,21,9192,50,1,Medium/ Medium
50,58,9193,65,2,Medium/ Medium
47,67,9194,61,3,Medium/ Medium
17,16,9195,44,1,Medium/ Medium
48,64,9196,82,3,Medium/ Medium
52,68,9197,65,3,Medium/ Medium
23,51,9198,68,2,Medium/ High
20,34,9199,39,2,Medium/ Medium
21,25,9200,61,2,Low/ High
36,36,9201,52,2,Medium/ Medium
14,22,9202,49,1,Medium/ Medium
63,69,9203,72,3,High/ Low
52,64,9204,62,2,Medium/ Medium
9,8,9205,48,1,Medium/ Medium
51,66,9206,86,3,Medium/ Low
58,64,9207,69,3,Medium/ High
43,49,9208,55,2,Medium/ Medium
14,16,9209,57,1,Medium/ Medium
9,15,9210,42,1,Medium/ Medium
43,63,9211,74,3,Medium/ Medium
35,49,9212,48,2,Medium/ Medium
9,14,9213,28,1,Medium/ Medium
34,57,9214,62,2,Medium/ High
24,43,9215,64,2,Medium/ High
28,51,9216,53,2,High/ Medium
43,64,9217,73,3,Medium/ Medium
8,13,9218,50,1,Medium/ Medium
38,48,9219,72,2,Medium/ Medium
45,77,9220,92,4,High/ Medium
64,61,9221,67,2,Medium/ Low
31,48,9222,59,2,Medium/ Medium
21,41,9223,59,2,Medium/ High
42,65,9224,39,2,Medium/ Medium
21,68,9225,69,3,High/ Medium
27,54,9226,70,2,Medium/ High
58,62,9227,69,2,Low/ High
41,60,9228,81,2,High/ High
13,30,9229,27,2,Medium/ High
46,63,9230,55,3,Medium/ High
53,68,9231,80,3,Medium/ Medium
58,64,9232,69,3,Medium/ Medium
40,67,9233,70,2,Medium/ Medium
49,60,9234,71,2,Medium/ Medium
30,44,9235,47,2,Low/ High
75,74,9236,79,3,Medium/ Low
41,67,9237,78,3,Medium/ Medium
34,62,9238,72,2,Medium/ Medium
50,57,9239,76,2,High/ High
60,56,9240,69,3,High/ Low
41,72,9241,82,3,High/ Medium
54,64,9242,68,2,High/ High
37,41,9243,54,2,Medium/ Medium
68,68,9244,72,3,Medium/ Medium
12,13,9245,51,1,Medium/ Medium
28,47,9246,58,2,Medium/ Medium
51,71,9247,80,4,Medium/ Medium
45,69,9248,80,3,High/ Medium
50,66,9249,70,3,Medium/ Medium
38,63,9250,71,3,Medium/ High
35,61,9251,70,2,High/ Medium
51,61,9252,61,2,Medium/ Medium
35,57,9253,51,2,Medium/ Medium
49,63,9254,79,2,Medium/ Medium
49,55,9255,70,2,Medium/ Medium
46,68,9256,79,3,High/ Medium
47,59,9257,72,2,Medium/ Medium
55,68,9258,85,3,Medium/ Medium
62,66,9259,82,3,Medium/ High
28,60,9260,65,2,High/ Medium
62,64,9261,57,2,High/ Medium
68,67,9262,78,3,Medium/ Medium
51,67,9263,71,3,Medium/ Medium
12,16,9264,28,1,Medium/ Medium
41,52,9265,59,2,Medium/ High
25,31,9266,35,2,Low/ High
67,77,9267,81,3,Medium/ Medium
34,48,9268,63,2,Medium/ Medium
22,62,9269,63,2,Medium/ Medium
40,45,9270,54,2,Medium/ Medium
49,64,9271,57,3,High/ Medium
23,63,9272,68,2,High/ High
29,64,9273,70,2,Low/ High
71,74,9274,82,3,Medium/ Medium
10,15,9275,34,1,Medium/ Medium
19,13,9276,35,1,Medium/ Medium
57,66,9277,77,3,Medium/ Medium
38,62,9278,67,2,Medium/ Medium
52,76,9279,79,4,Medium/ Medium
43,61,9280,76,2,Medium/ High
39,65,9281,63,3,Low/ Medium
45,64,9282,63,3,Medium/ Medium
29,47,9283,56,2,Low/ Medium
51,65,9284,74,2,Medium/ High
39,58,9285,44,2,Medium/ Medium
19,47,9286,58,2,Medium/ High
47,70,9287,94,3,High/ Medium
47,63,9288,62,3,High/ High
55,58,9289,81,3,Medium/ High
26,36,9290,62,2,Medium/ Medium
59,66,9291,68,3,High/ Medium
53,63,9292,56,3,Medium/ Low
61,67,9293,67,3,Medium/ Low
6,12,9294,35,1,Medium/ Medium
40,38,9295,58,2,Low/ Medium
62,60,9296,73,2,Medium/ Medium
12,25,9297,53,1,Medium/ Medium
60,57,9298,63,2,High/ Low
56,72,9299,67,3,Medium/ Medium
59,69,9300,86,3,High/ Medium
38,49,9301,74,2,High/ Medium
51,69,9302,65,3,Medium/ Medium
35,53,9303,53,2,Medium/ Medium
14,8,9304,66,1,Medium/ Medium
56,64,9305,60,3,High/ Low
59,63,9306,73,3,Medium/ Medium
52,65,9307,75,3,Medium/ Medium
58,61,9308,61,2,Medium/ Medium
43,62,9309,67,2,Medium/ Medium
52,65,9310,59,3,Medium/ Medium
24,32,9311,67,2,Medium/ Medium
48,37,9312,57,2,Medium/ High
57,60,9313,58,2,Medium/ Low
23,25,9314,66,2,Low/ High
52,59,9315,49,2,Medium/ Medium
49,61,9316,67,2,High/ High
23,50,9317,63,2,Medium/ High
35,62,9318,71,2,Medium/ Medium
41,60,9319,58,2,High/ High
38,58,9320,76,2,Medium/ Medium
57,64,9321,69,3,Medium/ Medium
11,14,9322,42,1,Medium/ Medium
45,71,9323,76,3,Medium/ Medium
22,63,9324,74,3,High/ Medium
30,60,9325,74,2,Medium/ Medium
65,63,9326,59,2,High/ Medium
49,66,9327,67,3,High/ Medium
40,63,9328,82,3,Medium/ Medium
65,63,9329,68,2,High/ Medium
34,65,9330,77,3,Medium/ Low
59,65,9331,73,3,High/ Medium
15,15,9332,52,1,Medium/ Medium
32,64,9333,68,3,High/ Medium
30,67,9334,71,3,Medium/ Medium
60,67,9335,80,3,Medium/ Medium
50,69,9336,64,3,Medium/ Medium
49,64,9337,60,3,Medium/ Medium
19,48,9338,35,2,Medium/ High
33,55,9339,54,2,Medium/ Medium
60,68,9340,61,3,Medium/ Medium
46,65,9341,66,3,Medium/ High
66,59,9342,65,2,High/ Low
59,68,9343,77,2,High/ Low
28,59,9344,56,2,Medium/ Medium
58,63,9345,64,3,Medium/ Medium
56,64,9346,68,3,High/ High
56,58,9347,62,2,Medium/ Medium
56,69,9348,82,3,Medium/ Medium
51,68,9349,79,3,Medium/ Medium
31,55,9350,73,2,Medium/ High
30,67,9351,75,2,Medium/ Medium
6,9,9352,24,1,Medium/ Medium
47,68,9353,72,3,High/ Medium
32,55,9354,64,2,Medium/ Medium
39,53,9355,69,2,Medium/ High
45,68,9356,86,3,Medium/ Medium
40,56,9357,57,2,Medium/ Medium
40,68,9358,66,3,Medium/ Medium
28,39,9359,40,2,Low/ High
38,61,9360,73,2,Medium/ High
13,15,9361,44,1,Medium/ Medium
57,64,9362,68,3,High/ Medium
68,66,9363,92,2,High/ High
17,40,9364,66,2,Medium/ Medium
43,66,9365,87,3,High/ High
64,66,9366,94,3,High/ High
30,50,9367,51,2,Medium/ Medium
39,61,9368,71,2,High/ High
27,46,9369,53,2,Medium/ Medium
19,16,9370,50,1,Medium/ Medium
63,55,9371,60,2,High/ Medium
62,65,9372,73,3,Medium/ High
27,25,9373,61,2,Medium/ Medium
13,27,9374,65,2,Low/ Medium
55,57,9375,76,2,High/ Medium
40,33,9376,33,2,Low/ High
46,60,9377,70,2,Medium/ Medium
58,67,9378,55,3,Medium/ Medium
62,68,9379,79,2,High/ Medium
33,43,9380,41,2,Medium/ Medium
30,43,9381,55,2,Medium/ Medium
26,35,9382,55,2,Low/ High
48,53,9383,64,2,High/ Medium
49,67,9384,70,3,High/ Medium
36,47,9385,47,2,Low/ Medium
41,40,9386,56,2,Medium/ Medium
22,37,9387,36,2,Medium/ Medium
63,66,9388,60,3,Medium/ Medium
30,54,9389,83,2,Medium/ High
48,73,9390,78,3,High/ Medium
62,66,9391,72,3,Medium/ Medium
11,11,9392,44,1,Medium/ Medium
34,47,9393,72,2,Medium/ Medium
59,66,9394,61,3,Medium/ Medium
23,57,9395,54,2,Medium/ High
27,44,9396,54,2,Low/ Medium
62,60,9397,58,2,High/ Medium
55,67,9398,71,2,High/ Medium
58,75,9399,84,3,High/ Medium
8,15,9400,20,1,Medium/ Medium
30,57,9401,67,2,Medium/ Medium
11,14,9402,36,1,Medium/ Medium
29,38,9403,58,2,Medium/ High
10,12,9404,38,1,Medium/ Medium
48,66,9405,88,3,Medium/ High
60,66,9406,70,3,High/ Low
13,18,9407,58,1,Medium/ Medium
60,52,9408,56,2,Medium/ High
50,66,9409,70,4,Medium/ Medium
54,66,9410,70,3,Medium/ Medium
33,49,9411,64,2,High/ Medium
17,45,9412,61,2,Low/ High
46,69,9413,86,3,High/ Medium
35,52,9414,61,2,Medium/ Medium
36,52,9415,70,2,Medium/ Medium
24,25,9416,53,2,Low/ Medium
53,65,9417,51,3,Medium/ Medium
49,57,9418,30,2,High/ Low
52,66,9419,66,3,Medium/ Medium
64,66,9420,72,3,Medium/ Medium
18,11,9421,38,1,Medium/ Medium
61,58,9422,63,2,Medium/ Low
40,59,9423,70,2,Medium/ Medium
29,45,9424,53,2,Low/ High
59,73,9425,60,2,Low/ Medium
55,69,9426,68,3,High/ Medium
57,62,9427,91,2,Medium/ High
61,69,9428,91,3,High/ Medium
35,66,9429,65,3,Medium/ Medium
71,64,9430,64,3,Low/ High
46,62,9431,78,3,Medium/ High
47,67,9432,62,3,High/ Low
58,53,9433,61,2,Medium/ Medium
65,72,9434,72,2,Medium/ Low
18,34,9435,59,2,Low/ Medium
12,25,9436,31,1,Medium/ Medium
46,73,9437,74,3,Medium/ High
22,61,9438,70,2,High/ Medium
33,41,9439,49,2,Low/ High
49,61,9440,54,2,Medium/ High
55,64,9441,84,3,Medium/ Medium
58,61,9442,70,2,High/ Medium
9,11,9443,41,1,Medium/ Medium
47,56,9444,66,2,Medium/ Medium
64,64,9445,75,3,Medium/ Medium
18,18,9446,61,1,Medium/ Medium
50,77,9447,62,3,Medium/ Low
31,35,9448,59,2,Medium/ Medium
5,10,9449,47,1,Medium/ Medium
52,67,9450,68,3,Medium/ Medium
44,64,9451,67,2,Medium/ Medium
12,17,9452,23,1,Medium/ Medium
47,69,9453,83,3,High/ High
24,32,9454,56,2,Medium/ Medium
47,51,9455,45,2,Medium/ Medium
30,36,9456,48,2,Medium/ Medium
16,17,9457,54,1,Medium/ Medium
25,47,9458,52,2,Medium/ Medium
59,64,9459,66,3,High/ Medium
68,57,9460,49,2,Medium/ Medium
32,38,9461,57,2,Low/ Medium
14,11,9462,58,1,Medium/ Medium
52,65,9463,77,3,High/ Low
35,49,9464,42,2,Medium/ High
31,41,9465,39,2,Medium/ Medium
23,62,9466,60,2,Medium/ Medium
60,55,9467,38,2,Medium/ High
19,21,9468,54,1,Medium/ Medium
47,66,9469,64,3,Medium/ Medium
41,69,9470,74,3,Medium/ Medium
33,63,9471,70,3,High/ Medium
39,64,9472,71,2,Medium/ Medium
32,59,9473,57,2,Medium/ Medium
64,65,9474,86,3,High/ Medium
29,35,9475,49,2,Low/ Medium
28,32,9476,48,2,Medium/ Medium
58,60,9477,43,2,Medium/ Low
60,76,9478,70,3,Medium/ Medium
13,12,9479,48,1,Medium/ Medium
55,67,9480,66,2,Medium/ Low
35,58,9481,71,2,High/ Medium
56,67,9482,60,3,Medium/ Medium
32,50,9483,59,2,Medium/ Medium
12,16,9484,40,1,Medium/ Medium
53,69,9485,92,3,Medium/ Low
49,66,9486,69,3,High/ Medium
40,47,9487,59,2,Medium/ Medium
31,51,9488,64,2,High/ Medium
55,60,9489,62,2,High/ High
62,58,9490,40,2,Medium/ Medium
16,16,9491,33,1,Medium/ Medium
52,52,9492,65,2,Medium/ High
48,67,9493,74,3,Medium/ Medium
41,64,9494,79,3,Medium/ Medium
35,60,9495,78,2,Low/ Medium
22,49,9496,54,2,Medium/ High
49,61,9497,60,2,Medium/ Medium
25,24,9498,60,2,Medium/ Medium
31,58,9499,74,2,Low/ Medium
38,64,9500,73,3,Medium/ Medium
59,52,9501,71,2,Low/ Low
73,69,9502,90,3,Medium/ Medium
59,63,9503,49,3,High/ Medium
44,68,9504,58,3,High/ Medium
52,63,9505,42,3,Medium/ Medium
51,61,9506,65,3,High/ Medium
38,60,9507,60,2,High/ High
48,65,9508,76,3,High/ Medium
52,69,9509,75,2,Medium/ Medium
36,34,9510,28,2,Low/ High
60,67,9511,77,2,Medium/ Medium
40,37,9512,48,2,Medium/ High
47,68,9513,72,3,High/ Low
56,80,9514,77,4,Medium/ Low
30,30,9515,48,2,Medium/ Medium
41,60,9516,58,3,High/ Medium
58,69,9517,76,2,Medium/ Medium
56,65,9518,75,3,Medium/ Medium
40,59,9519,85,2,Medium/ High
66,69,9520,71,3,High/ Medium
54,70,9521,93,4,High/ Medium
55,68,9522,90,3,Medium/ Medium
46,70,9523,77,3,Medium/ High
40,68,9524,73,3,High/ Medium
42,67,9525,74,3,Medium/ Medium
30,50,9526,67,2,High/ Medium
43,73,9527,78,4,High/ Medium
51,56,9528,60,2,Medium/ Medium
65,71,9529,72,3,Medium/ Low
19,32,9530,54,2,Low/ Medium
29,41,9531,57,2,Medium/ Medium
32,58,9532,58,2,High/ Medium
58,54,9533,69,2,High/ Medium
34,62,9534,73,2,High/ Medium
60,70,9535,77,2,Medium/ Medium
67,63,9536,72,2,Medium/ Medium
68,58,9537,52,2,High/ High
45,58,9538,76,2,High/ High
30,61,9539,75,2,Medium/ High
39,62,9540,82,2,Medium/ Medium
60,60,9541,74,2,Medium/ Low
35,68,9542,90,3,High/ Low
23,52,9543,60,2,Low/ Medium
43,65,9544,57,3,High/ Medium
61,67,9545,81,3,High/ Medium
55,67,9546,65,3,High/ Medium
36,67,9547,72,3,Medium/ High
41,52,9548,61,2,Medium/ Medium
60,67,9549,78,3,Medium/ Medium
54,68,9550,75,4,High/ Low
68,64,9551,65,3,High/ Low
63,67,9552,70,3,Medium/ Low
39,68,9553,70,3,High/ Medium
66,66,9554,75,3,Medium/ Medium
47,64,9555,71,3,High/ Medium
30,48,9556,56,2,Medium/ Medium
64,66,9557,74,3,High/ Medium
32,58,9558,49,2,Medium/ High
36,37,9559,29,2,Medium/ Medium
28,67,9560,91,3,High/ Medium
54,68,9561,80,3,Medium/ Medium
44,46,9562,66,2,Medium/ Medium
41,51,9563,69,3,High/ Medium
51,53,9564,73,2,Medium/ Medium
9,14,9565,43,1,Medium/ Medium
36,57,9566,71,2,Medium/ High
15,18,9567,45,1,Medium/ Medium
58,67,9568,69,3,Medium/ Low
32,58,9569,74,2,Medium/ High
62,64,9570,68,3,Medium/ Low
69,62,9571,59,2,Medium/ Low
68,66,9572,69,3,Medium/ Low
20,19,9573,56,1,Medium/ Medium
45,63,9574,72,3,High/ Medium
35,52,9575,61,2,Low/ Medium
55,65,9576,67,3,High/ High
60,59,9577,39,2,High/ Medium
53,57,9578,62,2,Medium/ Medium
33,66,9579,71,2,High/ Medium
59,63,9580,76,3,Medium/ High
45,67,9581,68,3,High/ Low
51,60,9582,63,2,High/ Medium
40,72,9583,92,3,Medium/ Medium
28,42,9584,49,2,Medium/ Medium
29,53,9585,65,2,Medium/ High
46,56,9586,62,2,Low/ Medium
58,64,9587,62,3,High/ Medium
65,74,9588,92,3,High/ Low
53,71,9589,73,3,Medium/ Medium
65,65,9590,75,3,Medium/ Medium
42,61,9591,66,2,Medium/ Medium
18,12,9592,30,1,Medium/ Medium
32,22,9593,54,2,Low/ Medium
61,64,9594,47,3,Medium/ Low
64,58,9595,63,2,High/ Low
35,56,9596,55,2,Medium/ Medium
36,44,9597,43,2,Medium/ Medium
62,66,9598,62,3,Medium/ Medium
44,64,9599,72,3,Medium/ Medium
29,31,9600,68,2,Medium/ High
66,68,9601,80,3,High/ Low
50,74,9602,74,3,Medium/ Medium
34,58,9603,88,2,Medium/ High
61,63,9604,69,3,High/ Medium
41,65,9605,63,3,High/ Medium
52,56,9606,67,2,High/ High
30,33,9607,59,2,Medium/ Medium
53,71,9608,68,4,High/ Medium
34,63,9609,66,3,Medium/ High
26,33,9610,63,2,Medium/ High
58,70,9611,79,3,Medium/ Medium
59,67,9612,70,3,High/ Medium
23,44,9613,55,2,Medium/ Medium
12,15,9614,29,1,Medium/ Medium
44,68,9615,82,3,Medium/ Low
43,65,9616,81,3,Medium/ Medium
42,65,9617,65,3,Medium/ Medium
15,18,9618,30,1,Medium/ Medium
26,63,9619,76,2,Medium/ Low
56,71,9620,74,3,High/ Medium
17,45,9621,60,2,Low/ High
51,65,9622,58,2,Medium/ Medium
49,71,9623,74,3,Medium/ Medium
48,75,9624,66,3,Medium/ Medium
51,75,9625,76,3,Medium/ Low
58,64,9626,81,3,Medium/ Medium
64,60,9627,61,2,Medium/ Low
59,56,9628,80,2,High/ Low
67,64,9629,35,3,Medium/ Medium
56,66,9630,73,3,High/ Medium
52,64,9631,83,4,High/ Medium
28,61,9632,63,2,Medium/ Medium
45,60,9633,71,2,High/ Medium
48,71,9634,72,3,High/ Low
29,65,9635,77,3,Medium/ High
20,24,9636,55,1,Medium/ Medium
51,64,9637,64,3,Medium/ Medium
60,64,9638,69,2,High/ Medium
17,14,9639,38,1,Medium/ Medium
34,60,9640,75,2,Medium/ Medium
30,65,9641,68,3,Medium/ Low
65,65,9642,77,3,High/ Medium
53,64,9643,68,3,Medium/ Medium
31,67,9644,56,3,Medium/ Medium
45,58,9645,70,2,High/ Medium
30,47,9646,69,2,Low/ Medium
35,48,9647,37,2,Medium/ High
54,68,9648,63,3,High/ Medium
47,62,9649,61,2,High/ Medium
53,66,9650,54,3,Medium/ Medium
55,70,9651,76,3,High/ Medium
34,65,9652,74,3,Medium/ Medium
53,66,9653,63,3,Medium/ Medium
41,70,9654,68,3,Medium/ Medium
60,70,9655,59,3,Medium/ Medium
53,67,9656,77,3,High/ High
51,67,9657,79,3,High/ High
44,63,9658,65,3,High/ Medium
49,68,9659,49,2,High/ Medium
42,66,9660,62,3,Medium/ Medium
58,65,9661,48,2,Medium/ Medium
39,61,9662,67,2,Medium/ Medium
64,66,9663,71,3,Medium/ Medium
61,66,9664,80,3,Medium/ Medium
22,63,9665,76,3,Medium/ Medium
45,72,9666,92,3,Medium/ Medium
43,66,9667,71,3,Medium/ High
66,64,9668,75,3,Medium/ Medium
22,50,9669,60,2,Medium/ High
53,60,9670,80,2,High/ High
51,61,9671,65,2,Medium/ High
49,69,9672,68,3,High/ Medium
64,61,9673,60,3,High/ Medium
63,64,9674,46,2,Medium/ Medium
23,63,9675,65,3,High/ Medium
39,55,9676,61,2,Medium/ High
52,62,9677,67,2,High/ Medium
36,65,9678,89,3,High/ High
29,44,9679,48,2,Medium/ Medium
62,71,9680,53,3,High/ Low
58,73,9681,69,3,Medium/ Medium
56,59,9682,60,2,Medium/ Medium
50,63,9683,68,3,Medium/ Medium
34,55,9684,50,2,Medium/ High
43,66,9685,75,3,Medium/ Medium
36,69,9686,82,4,High/ Medium
55,63,9687,54,3,High/ High
42,71,9688,71,3,High/ Medium
14,14,9689,53,1,Medium/ Medium
55,65,9690,53,3,High/ Medium
45,61,9691,73,2,Medium/ Medium
57,71,9692,70,3,Medium/ Medium
58,63,9693,70,3,Medium/ High
55,56,9694,53,2,Medium/ Low
18,19,9695,60,1,Medium/ Medium
43,65,9696,70,3,High/ High
65,67,9697,65,2,Medium/ Medium
64,67,9698,82,3,High/ Low
61,66,9699,72,2,High/ Medium
55,56,9700,67,2,High/ High
57,65,9701,75,3,Medium/ Low
54,73,9702,56,3,Medium/ Medium
55,71,9703,67,3,High/ Medium
57,58,9704,52,2,Medium/ Low
9,8,9705,27,1,Medium/ Medium
40,40,9706,70,2,Medium/ Medium
58,62,9707,75,2,Medium/ Medium
25,43,9708,41,2,Medium/ Medium
50,69,9709,73,3,Medium/ High
