Club,Jersey Number,ClubID,Position
Independiente,23,8637,RCB
Cagliari,16,8638,GK
La Equidad,21,8639,RB
Brøndby IF,8,8640,CM
SV Sandhausen,28,8641,LDM
Lech Pozna?,4,8642,CB
Korona Kielce,26,8643,RB
Bradford City,4,8644,CB
LA Galaxy,1,8645,GK
Luton Town,5,8646,LCB
CD Feirense,3,8647,LB
Venezia FC,17,8648,ST
Unión de Santa Fe,20,8649,RCB
Ascoli,2,8650,CB
West Bromwich Albion,28,8651,CM
Houston Dynamo,18,8652,GK
FC Zürich,7,8653,RM
KV Kortrijk,5,8654,RM
IFK Norrköping,6,8655,LCB
Doncaster Rovers,26,8656,LW
Blackpool,24,8657,RM
Hellas Verona,19,8658,ST
CD Universidad de Concepción,3,8659,CB
West Bromwich Albion,14,8660,LB
Atlético Bucaramanga,31,8661,GK
Willem II,3,8662,RCB
Waasland-Beveren,55,8663,RM
Deportes Iquique,22,8664,RM
Deportivo Pasto,2,8665,CB
Pachuca,18,8666,RB
Blackpool,8,8667,RCM
Walsall,2,8668,CM
FC Dallas,1,8669,GK
Vitesse,2,8670,RB
Elche CF,4,8671,LCB
Birmingham City,1,8672,GK
Southend United,4,8673,CM
Rionegro Águilas,7,8674,CAM
Chicago Fire,2,8675,RB
Ohod Club,99,8676,ST
Monarcas Morelia,19,8677,RW
Elche CF,5,8678,RCB
Rangers FC,16,8679,LB
US Salernitana 1919,15,8680,RM
KV Kortrijk,11,8681,CAM
Lech Pozna?,1,8682,GK
Strømsgodset IF,7,8683,LCM
NAC Breda,10,8684,RM
Sandefjord Fotball,14,8685,CAM
IFK Göteborg,7,8686,ST
FC Seoul,18,8687,RCM
Charlton Athletic,8,8688,CM
Patriotas Boyacá FC,26,8689,CDM
Al Taawoun,12,8690,LM
PFC CSKA Moscow,15,8691,RM
CD O'Higgins,4,8692,CB
Brentford,3,8693,LB
Everton,34,8694,CDM
Tianjin Quanjian FC,7,8695,RDM
SønderjyskE,5,8696,LCB
Os Belenenses,9,8697,ST
Palermo,9,8698,ST
Club Atlético Lanús,5,8699,CDM
Wolverhampton Wanderers,17,8700,CM
Clube Sport Marítimo,7,8701,LM
Sydney FC,11,8702,CAM
Toronto FC,6,8703,CB
Junior FC,2,8704,LB
Olympiacos CFP,77,8705,CB
Piast Gliwice,17,8706,RM
Urawa Red Diamonds,15,8707,RCM
KAS Eupen,31,8708,LM
Wigan Athletic,14,8709,CB
Standard de Liège,20,8710,CDM
Os Belenenses,23,8711,CB
Philadelphia Union,25,8712,RM
SPAL,11,8713,ST
Norwich City,16,8714,LM
Vålerenga Fotball,5,8715,LCB
RC Celta,33,8716,CAM
Al Taawoun,4,8717,RCB
Lecce,22,8718,GK
Unión Española,5,8719,RDM
CD Palestino,8,8720,CDM
New York City FC,2,8721,LB
Hammarby IF,11,8722,RM
Feyenoord,27,8723,LW
FC Dallas,31,8724,LB
Málaga CF,31,8725,RM
FC Lugano,6,8726,CB
PEC Zwolle,6,8727,RCM
SC Freiburg,14,8728,CDM
Atlético Bucaramanga,1,8729,GK
Shrewsbury,42,8730,CDM
Gimnasia y Esgrima La Plata,33,8731,LM
Real Madrid,31,8732,CB
Melbourne City FC,26,8733,CDM
Columbus Crew SC,16,8734,LB
Heracles Almelo,19,8735,ST
FC Tokyo,2,8736,RB
LASK Linz,8,8737,LCM
Stade Brestois 29,19,8738,LM
Vålerenga Fotball,8,8739,CM
Peterborough United,5,8740,LCB
Club Atlético Aldosivi,9,8741,ST
AC Ajaccio,15,8742,RB
Górnik Zabrze,1,8743,GK
Patronato,4,8744,RB
Santos Laguna,17,8745,LB
Pescara,3,8746,LB
Norwich City,32,8747,ST
New York Red Bulls,18,8748,GK
Sint-Truidense VV,29,8749,LM
Patronato,10,8750,LM
Kilmarnock,29,8751,RM
Club Atlético Lanús,32,8752,ST
Patronato,7,8753,LM
CF Rayo Majadahonda,2,8754,LM
CD Huachipato,4,8755,CM
Gimnàstic de Tarragona,4,8756,CDM
Albacete BP,21,8757,CB
Gangwon FC,99,8758,RCB
Santos Laguna,16,8759,CM
América de Cali,10,8760,CAM
SK Brann,25,8761,RW
CD Lugo,16,8762,LM
,14,8763,LB
FC Emmen,10,8764,RM
Plymouth Argyle,25,8765,CB
Atlético Bucaramanga,17,8766,CAM
New York City FC,15,8767,RCM
FC Seoul,55,8768,CB
ESTAC Troyes,35,8769,LDM
Birmingham City,14,8770,ST
Walsall,6,8771,RB
Pescara,19,8772,RW
Norwich City,4,8773,CDM
Ajax,30,8774,CM
CD Lugo,20,8775,CB
Burton Albion,17,8776,RM
LA Galaxy,14,8777,CDM
San Martín de San Juan,5,8778,CDM
Vissel Kobe,3,8779,RCB
SC Preußen Münster,8,8780,CDM
Royal Excel Mouscron,21,8781,RW
RCD Mallorca,10,8782,ST
La Equidad,19,8783,ST
Cittadella,28,8784,LW
Deportivo Pasto,27,8785,LCB
Spezia,15,8786,LCM
Orlando City SC,25,8787,LB
ADO Den Haag,17,8788,CDM
FC Luzern,5,8789,RCB
Hammarby IF,3,8790,LB
Cittadella,15,8791,CB
Atlético Nacional,11,8792,ST
De Graafschap,2,8793,LCB
Ipswich Town,6,8794,LDM
Lech Pozna?,29,8795,LM
FC Zürich,17,8796,CB
Molde FK,14,8797,LW
?l?sk Wroc?aw,10,8798,RM
VfL Osnabrück,5,8799,LB
VfL Sportfreunde Lotte,16,8800,LCB
América de Cali,21,8801,LM
FK Bodø/Glimt,22,8802,ST
Peterborough United,2,8803,RB
FC Midtjylland,10,8804,CAM
Extremadura UD,24,8805,LCB
Deportes Tolima,27,8806,ST
Hamburger SV,29,8807,CDM
Sagan Tosu,11,8808,ST
Los Angeles FC,20,8809,CM
AD Alcorcón,33,8810,LB
Atlético Tucumán,4,8811,CB
Independiente Medellín,2,8812,RCB
FC Admira Wacker Mödling,2,8813,CB
Sarpsborg 08 FF,29,8814,ST
San Lorenzo de Almagro,34,8815,RDM
VVV-Venlo,14,8816,RB
Livorno,36,8817,LB
Perth Glory,11,8818,ST
Odds BK,14,8819,CM
GIF Sundsvall,21,8820,LW
Portimonense SC,4,8821,CB
Al Batin,22,8822,CB
Orlando City SC,33,8823,CF
San Jose Earthquakes,22,8824,RM
Os Belenenses,67,8825,LB
PEC Zwolle,14,8826,CAM
Rotherham United,7,8827,RM
Royal Excel Mouscron,12,8828,LM
UD Almería,7,8829,LM
Vegalta Sendai,7,8830,LCM
Sagan Tosu,14,8831,LDM
Sporting Lokeren,21,8832,RCM
Rotherham United,19,8833,ST
FC Sochaux-Montbéliard,2,8834,LCB
Fortuna Sittard,11,8835,CAM
Melbourne City FC,8,8836,RCM
ADO Den Haag,11,8837,CAM
Querétaro,14,8838,LM
Accrington Stanley,4,8839,RCB
Sheffield Wednesday,28,8840,GK
Hull City,5,8841,LCB
FC Nordsjælland,18,8842,GK
Al Ittihad,49,8843,RM
Extremadura UD,1,8844,GK
Dijon FCO,23,8845,LW
Cittadella,5,8846,LCB
CD Huachipato,17,8847,LB
Pohang Steelers,5,8848,RCB
Chievo Verona,13,8849,CM
SK Sturm Graz,37,8850,ST
Tromsø IL,5,8851,RCB
FC Hansa Rostock,27,8852,RB
Liverpool,68,8853,CM
Al Nassr,13,8854,LB
FC Ingolstadt 04,5,8855,LCB
Portimonense SC,2,8856,CAM
FC Barcelona,27,8857,LB
Rochdale,19,8858,LM
RCD Mallorca,7,8859,RM
1. FC Union Berlin,25,8860,LB
Changchun Yatai FC,15,8861,LCB
Atlético Bucaramanga,13,8862,RDM
Palermo,31,8863,CB
Fortuna Sittard,22,8864,LW
Extremadura UD,2,8865,RB
Gimnàstic de Tarragona,12,8866,LM
Al Nassr,12,8867,RB
Hibernian,10,8868,RM
Willem II,17,8869,CDM
Vancouver Whitecaps FC,3,8870,RB
Udinese,13,8871,CM
Chapecoense,16,8872,CDM
Audax Italiano,6,8873,CDM
Cádiz CF,29,8874,LM
FC Seoul,7,8875,CM
Wellington Phoenix,1,8876,GK
Ranheim Fotball,23,8877,RB
Cheltenham Town,32,8878,LS
Extremadura UD,7,8879,RM
Sagan Tosu,29,8880,CB
Aalborg BK,4,8881,CB
Shrewsbury,2,8882,RB
Curicó Unido,11,8883,LM
SK Slavia Praha,31,8884,GK
IF Elfsborg,27,8885,RB
Preston North End,21,8886,LM
AFC Wimbledon,14,8887,LCM
De Graafschap,7,8888,RM
IF Elfsborg,7,8889,LM
América de Cali,9,8890,LS
VfL Osnabrück,18,8891,LCB
SV Wehen Wiesbaden,23,8892,LB
VfL Sportfreunde Lotte,7,8893,RM
Extremadura UD,12,8894,CDM
Gyeongnam FC,31,8895,GK
Jeju United FC,8,8896,LM
FC Wacker Innsbruck,30,8897,RW
Feyenoord,17,8898,RW
AC Ajaccio,17,8899,LB
AZ Alkmaar,15,8900,LB
Lech Pozna?,13,8901,LCB
AC Horsens,1,8902,GK
América de Cali,4,8903,RCB
FC Hansa Rostock,33,8904,RM
Tigres U.A.N.L.,11,8905,LW
CF Reus Deportiu,2,8906,RB
Hertha BSC,32,8907,LW
Yeni Malatyaspor,30,8908,GK
Karlsruher SC,7,8909,LM
Korona Kielce,19,8910,LB
Udinese,4,8911,CB
MKE Ankaragücü,3,8912,CDM
SC Paderborn 07,4,8913,CM
Udinese,14,8914,RW
,1,8915,GK
AZ Alkmaar,17,8916,LW
Neuchâtel Xamax,10,8917,CAM
Piast Gliwice,19,8918,RM
Al Qadisiyah,26,8919,CDM
Cracovia,20,8920,LCB
Brescia,19,8921,CB
Sport Club do Recife,12,8922,GK
Milton Keynes Dons,11,8923,RM
Heracles Almelo,34,8924,CB
VfB Stuttgart,41,8925,ST
Standard de Liège,2,8926,RB
Club América,2,8927,LB
Houston Dynamo,2,8928,RCB
IK Sirius,21,8929,LDM
Vendsyssel FF,27,8930,ST
Jeju United FC,40,8931,LCM
Wis?a P?ock,4,8932,RCM
 SSV Jahn Regensburg,22,8933,RAM
SC Paderborn 07,37,8934,RM
Angers SCO,28,8935,RW
Swindon Town,3,8936,CM
Mied? Legnica,20,8937,ST
Audax Italiano,10,8938,LM
SK Brann,2,8939,RB
NAC Breda,7,8940,LM
Bolton Wanderers,1,8941,GK
Real Salt Lake,25,8942,LB
Hallescher FC,23,8943,LM
Jeju United FC,9,8944,ST
Kawasaki Frontale,9,8945,ST
AS Nancy Lorraine,13,8946,LDM
La Berrichonne de Châteauroux,25,8947,CB
Aalborg BK,32,8948,LCB
Burton Albion,2,8949,RCB
Venezia FC,8,8950,CM
Spezia,8,8951,CM
CF Rayo Majadahonda,3,8952,LB
SC Fortuna Köln,34,8953,CAM
CF Rayo Majadahonda,8,8954,CAM
Ulsan Hyundai FC,30,8955,ST
Ascoli,16,8956,CM
KSV Cercle Brugge,15,8957,CDM
Pohang Steelers,6,8958,LCM
CD Aves,7,8959,CAM
CD Palestino,16,8960,CAM
CD Huachipato,2,8961,CB
Oxford United,19,8962,ST
Ulsan Hyundai FC,24,8963,LM
Ceará Sporting Club,14,8964,LB
FC Groningen,6,8965,RDM
Manchester City,81,8966,CDM
Independiente Medellín,28,8967,LCM
SV Meppen,32,8968,GK
Antalyaspor,77,8969,LB
Adelaide United,26,8970,RW
SG Dynamo Dresden,22,8971,RW
,22,8972,RB
Córdoba CF,20,8973,CDM
SC Paderborn 07,39,8974,CAM
Santa Clara,2,8975,RB
FC Groningen,36,8976,CM
Lobos BUAP,16,8977,RCB
GFC Ajaccio,12,8978,LCM
Ohod Club,10,8979,ST
Gamba Osaka,3,8980,LCB
Ipswich Town,14,8981,LM
Deportes Iquique,6,8982,CDM
Fortuna Sittard,23,8983,LB
Vissel Kobe,21,8984,LM
Doncaster Rovers,8,8985,CDM
Bahia,19,8986,CDM
San Martin de Tucumán,22,8987,GK
FC Dallas,12,8988,LB
Atlético Paranaense,15,8989,RB
Gangwon FC,12,8990,RW
Rio Ave FC,30,8991,CAM
Argentinos Juniors,15,8992,RB
Dinamo Zagreb,97,8993,CDM
Independiente Medellín,5,8994,CM
Pescara,29,8995,RW
Os Belenenses,8,8996,CAM
Lecce,5,8997,CB
FC Red Bull Salzburg,20,8998,ST
,21,8999,RB
DC United,27,9000,LB
Columbus Crew SC,2,9001,CDM
FC Sion,20,9002,CB
Bristol City,3,9003,LB
VfR Aalen,27,9004,RS
DC United,28,9005,LB
San Martin de Tucumán,7,9006,RW
La Berrichonne de Châteauroux,9,9007,ST
Örebro SK,77,9008,ST
SG Dynamo Dresden,29,9009,RM
Rosenborg BK,17,9010,RW
Burton Albion,44,9011,ST
Vejle Boldklub,8,9012,RCM
Villarreal CF,31,9013,CB
Gimnàstic de Tarragona,19,9014,CM
Bradford City,7,9015,RM
Doncaster Rovers,9,9016,ST
Suwon Samsung Bluewings,9,9017,ST
KRC Genk,30,9018,GK
FSV Zwickau,17,9019,RM
?l?sk Wroc?aw,28,9020,RB
Blackpool,11,9021,LS
Walsall,31,9022,CM
Ceará Sporting Club,15,9023,RB
 SSV Jahn Regensburg,11,9024,LM
Korona Kielce,23,9025,LCB
FC Sochaux-Montbéliard,17,9026,CDM
Sparta Praha,6,9027,CDM
Fortuna Sittard,25,9028,CAM
SV Wehen Wiesbaden,7,9029,LM
Daegu FC,36,9030,CM
Cerezo Osaka,2,9031,RB
FSV Zwickau,19,9032,LDM
Elche CF,19,9033,CM
Atlético Tucumán,39,9034,CB
Perth Glory,2,9035,LCB
Shimizu S-Pulse,3,9036,RCB
Red Star FC,14,9037,LM
Chievo Verona,27,9038,RM
Curicó Unido,4,9039,CB
1. FC Heidenheim 1846,36,9040,RDM
Waasland-Beveren,3,9041,LWB
VfL Osnabrück,23,9042,LDM
Rionegro Águilas,18,9043,LB
FC Emmen,11,9044,CAM
Gimnasia y Esgrima La Plata,32,9045,LB
Jeju United FC,13,9046,RM
Audax Italiano,21,9047,CDM
Piast Gliwice,10,9048,RDM
AS Monaco,40,9049,GK
Seattle Sounders FC,19,9050,LM
US Orléans Loiret Football,8,9051,LM
Wis?a P?ock,21,9052,ST
Lech Pozna?,77,9053,LB
SV Meppen,8,9054,LDM
Sanfrecce Hiroshima,33,9055,RB
Frosinone,33,9056,LM
Vissel Kobe,39,9057,RCM
Padova,23,9058,CB
Junior FC,4,9059,RB
Defensa y Justicia,8,9060,LCM
TSG 1899 Hoffenheim,36,9061,GK
Hobro IK,3,9062,RB
Nîmes Olympique,1,9063,GK
Blackpool,26,9064,ST
Cittadella,21,9065,LCM
SK Sturm Graz,9,9066,LF
Aberdeen,7,9067,CDM
Junior FC,3,9068,LCB
Benevento,12,9069,GK
Odense Boldklub,6,9070,CB
Lokomotiv Moscow,36,9071,CDM
Accrington Stanley,3,9072,LCB
SV Wehen Wiesbaden,27,9073,ST
VVV-Venlo,9,9074,RCM
Blackburn Rovers,9,9075,ST
NAC Breda,14,9076,LCB
Junior FC,18,9077,CAM
VVV-Venlo,20,9078,CB
CD Universidad de Concepción,14,9079,RB
Aalborg BK,11,9080,LM
Villarreal CF,15,9081,RB
Sarpsborg 08 FF,3,9082,CB
Notts County,11,9083,RM
Orlando City SC,29,9084,ST
Górnik Zabrze,5,9085,LCB
Deportivo Cali,23,9086,CB
Real Sociedad,32,9087,GK
FC Lorient,24,9088,CDM
Al Nassr,27,9089,LB
Al Ahli,2,9090,RB
Hebei China Fortune FC,19,9091,GK
Red Star FC,16,9092,GK
FC Nordsjælland,3,9093,LCB
Sheffield Wednesday,25,9094,GK
Club Atlético Aldosivi,29,9095,RCM
Real Zaragoza,29,9096,CAM
Millonarios FC,8,9097,RCM
Willem II,5,9098,LB
Cosenza,16,9099,ST
Vålerenga Fotball,3,9100,CB
SK Rapid Wien,20,9101,CB
Çaykur Rizespor,7,9102,CB
Shrewsbury,8,9103,LCM
Jaguares de Córdoba,3,9104,RCB
Universidad Católica,21,9105,RB
CF Rayo Majadahonda,18,9106,ST
Real Sociedad,26,9107,CM
SKN St. Pölten,29,9108,LCB
Brøndby IF,2,9109,RB
Houston Dynamo,33,9110,CB
Newcastle Jets,9,9111,ST
Club León,12,9112,LDM
Sparta Praha,35,9113,GK
Panathinaikos FC,20,9114,ST
,3,9115,RB
Blackburn Rovers,2,9116,RB
Monterrey,24,9117,GK
Östersunds FK,19,9118,LB
Pescara,17,9119,ST
KFC Uerdingen 05,38,9120,LM
De Graafschap,5,9121,LWB
FK Haugesund,16,9122,CM
Dundee FC,24,9123,CB
OGC Nice,3,9124,CB
Piast Gliwice,20,9125,RB
Jeju United FC,15,9126,LCB
Nîmes Olympique,9,9127,ST
Vélez Sarsfield,3,9128,LB
Swansea City,16,9129,ST
Wis?a Kraków,9,9130,RM
Odense Boldklub,28,9131,ST
Standard de Liège,23,9132,LB
América de Cali,8,9133,LDM
Spezia,13,9134,CB
Ascoli,22,9135,GK
Hibernian,17,9136,LM
IFK Göteborg,22,9137,LW
Athletic Club de Bilbao,29,9138,CAM
Sunderland,15,9139,LCB
PEC Zwolle,19,9140,CM
Real Madrid,27,9141,ST
FC Porto,31,9142,GK
Chamois Niortais Football Club,8,9143,RM
Vejle Boldklub,50,9144,RS
Fortuna Sittard,30,9145,CB
Vendsyssel FF,16,9146,LCB
Coventry City,6,9147,CDM
KFC Uerdingen 05,7,9148,LB
SC Heerenveen,4,9149,CB
Portland Timbers,27,9150,RM
Yokohama F. Marinos,11,9151,LW
,2,9152,RB
Tigres U.A.N.L.,27,9153,LB
Oxford United,11,9154,CAM
Luton Town,17,9155,RCM
Tiburones Rojos de Veracruz,5,9156,CB
Sanfrecce Hiroshima,5,9157,CB
AZ Alkmaar,21,9158,ST
Heart of Midlothian,1,9159,GK
UD Almería,2,9160,RB
Heracles Almelo,21,9161,CDM
Wis?a Kraków,22,9162,GK
SV Meppen,33,9163,ST
Millonarios FC,23,9164,LB
,23,9165,GK
Yokohama F. Marinos,21,9166,GK
SG Sonnenhof Großaspach,25,9167,LCB
Dundee FC,18,9168,CAM
GFC Ajaccio,28,9169,CDM
Tianjin Quanjian FC,39,9170,CAM
San Martín de San Juan,15,9171,CDM
Dundalk,2,9172,RB
Pescara,11,9173,LW
Blackpool,19,9174,LM
FSV Zwickau,20,9175,LM
Os Belenenses,50,9176,ST
SC Paderborn 07,27,9177,LS
FC Würzburger Kickers,6,9178,LB
RCD Mallorca,5,9179,RCB
Rotherham United,15,9180,LCB
Blackburn Rovers,32,9181,LM
Kalmar FF,50,9182,CM
FC Zürich,1,9183,GK
Club Tijuana,28,9184,RB
BK Häcken,6,9185,RCM
Adelaide United,23,9186,RCB
Milan,35,9187,GK
Millwall,16,9188,GK
Henan Jianye FC,5,9189,CB
Cittadella,9,9190,ST
Real Sporting de Gijón,4,9191,CB
Gimnasia y Esgrima La Plata,15,9192,GK
Cosenza,15,9193,CDM
RC Strasbourg Alsace,19,9194,CDM
Western Sydney Wanderers,20,9195,GK
Palermo,28,9196,CM
Nîmes Olympique,18,9197,CM
Holstein Kiel,19,9198,RB
LASK Linz,15,9199,RCB
Foggia,14,9200,LCB
Shimizu S-Pulse,4,9201,LCB
Aberdeen,20,9202,GK
Brescia,7,9203,RW
Padova,16,9204,RWB
SCR Altach,1,9205,GK
Djurgårdens IF,19,9206,RW
Foggia,30,9207,CM
FC Energie Cottbus,21,9208,RCB
FC Nordsjælland,31,9209,GK
Al Raed,30,9210,GK
Millonarios FC,29,9211,LM
 SSV Jahn Regensburg,4,9212,RCB
Guizhou Hengfeng FC,56,9213,GK
St. Johnstone FC,24,9214,LB
Dundee FC,23,9215,CB
CD Lugo,3,9216,LB
Exeter City,8,9217,LM
CF Rayo Majadahonda,1,9218,GK
Mansfield Town,5,9219,CB
Excelsior,18,9220,RM
Wis?a Kraków,23,9221,ST
Padova,20,9222,RCB
Northampton Town,6,9223,RCB
Lechia Gda?sk,25,9224,RCB
Ulsan Hyundai FC,13,9225,LB
Guizhou Hengfeng FC,2,9226,LB
San Martin de Tucumán,13,9227,RCM
Ettifaq FC,33,9228,LB
Real Salt Lake,4,9229,CB
Extremadura UD,4,9230,CM
CF Reus Deportiu,10,9231,LM
SG Dynamo Dresden,9,9232,ST
Al Hazem,10,9233,CDM
FC Carl Zeiss Jena,9,9234,RDM
Fortuna Sittard,4,9235,CB
Cruzeiro,20,9236,ST
Racing Club,17,9237,LM
RCD Mallorca,12,9238,CAM
VfR Aalen,18,9239,LCM
Al Hilal,44,9240,ST
Al Shabab,16,9241,LB
Guangzhou Evergrande Taobao FC,2,9242,CDM
Kilmarnock,17,9243,LCB
Atiker Konyaspor,35,9244,ST
Wolverhampton Wanderers,31,9245,GK
Grenoble Foot 38,17,9246,LCB
Arka Gdynia,10,9247,RM
Philadelphia Union,33,9248,LB
Santa Clara,70,9249,LW
Malmö FF,20,9250,CDM
Charlton Athletic,3,9251,LB
Royal Excel Mouscron,30,9252,CDM
SV Mattersburg,10,9253,RCM
Malmö FF,2,9254,RWB
Gillingham,5,9255,RCB
Birmingham City,22,9256,LM
Hamburger SV,16,9257,CDM
Curicó Unido,10,9258,CAM
Al Fateh,28,9259,RDM
Rochdale,2,9260,RB
CD Numancia,9,9261,ST
Paraná,9,9262,ST
SK Rapid Wien,18,9263,CAM
US Cremonese,1,9264,GK
Antalyaspor,22,9265,CDM
US Salernitana 1919,25,9266,CB
Vitória,20,9267,ST
AZ Alkmaar,23,9268,CB
Arka Gdynia,17,9269,LB
Sint-Truidense VV,23,9270,CB
Deportes Iquique,14,9271,LB
Shanghai SIPG FC,23,9272,RB
Göztepe SK,41,9273,LB
Botafogo,19,9274,ST
FC Erzgebirge Aue,34,9275,GK
AS Béziers,1,9276,GK
Millwall,3,9277,LM
Sporting Kansas City,15,9278,LB
Kilmarnock,15,9279,RW
Oxford United,29,9280,RB
Racing Club de Lens,7,9281,RDM
Rionegro Águilas,8,9282,LDM
Elche CF,6,9283,CDM
Eintracht Braunschweig,25,9284,LCM
Lobos BUAP,24,9285,CB
St. Johnstone FC,6,9286,CB
FC Zürich,10,9287,CM
Brescia,6,9288,RCM
Portsmouth,4,9289,CM
Sagan Tosu,33,9290,LCB
Odense Boldklub,10,9291,ST
GFC Ajaccio,13,9292,ST
Os Belenenses,11,9293,CAM
Genoa,25,9294,GK
FC Lugano,3,9295,RCB
Lincoln City,8,9296,LCM
Al Wehda,1,9297,GK
Hebei China Fortune FC,9,9298,ST
SC Paderborn 07,9,9299,CF
Brighton & Hove Albion,32,9300,RM
RCD Mallorca,30,9301,LB
FC Würzburger Kickers,16,9302,LM
UD Almería,18,9303,LB
Lobos BUAP,31,9304,GK
Cittadella,19,9305,RS
SCR Altach,22,9306,CAM
Shamrock Rovers,16,9307,CM
Vitória,18,9308,CAM
CD Feirense,17,9309,RDM
FC Carl Zeiss Jena,26,9310,LDM
Zag??bie Lubin,2,9311,RB
HJK Helsinki,4,9312,CB
Padova,28,9313,LS
Shanghai SIPG FC,28,9314,RCB
FK Haugesund,18,9315,CB
LA Galaxy,29,9316,RB
Preston North End,16,9317,LB
SV Sandhausen,27,9318,CDM
Nottingham Forest,22,9319,CM
FC Groningen,42,9320,RB
Padova,32,9321,CM
Lechia Gda?sk,1,9322,GK
SV Sandhausen,8,9323,LM
Vålerenga Fotball,25,9324,LB
Defensa y Justicia,18,9325,RB
Racing Club de Lens,25,9326,RM
SønderjyskE,10,9327,ST
Real Betis,34,9328,CM
Cittadella,30,9329,LS
CD Antofagasta,11,9330,RM
FC Energie Cottbus,38,9331,LS
Southend United,1,9332,GK
Southend United,3,9333,LB
FC Seoul,19,9334,LB
1. FC Kaiserslautern,21,9335,LM
La Equidad,8,9336,RM
Bristol Rovers,14,9337,CM
Wolfsberger AC,26,9338,RCB
AIK,24,9339,LCB
Club Tijuana,14,9340,CM
Monarcas Morelia,32,9341,RB
Ettifaq FC,9,9342,ST
Club Atlético Aldosivi,19,9343,RM
Birmingham City,45,9344,RB
Aberdeen,12,9345,CDM
Mied? Legnica,21,9346,LF
Deportes Iquique,15,9347,RM
Defensa y Justicia,32,9348,RW
Columbus Crew SC,20,9349,CAM
Colchester United,4,9350,LDM
SpVgg Greuther Fürth,24,9351,RB
Clermont Foot 63,1,9352,GK
Club Atlético Banfield,22,9353,LM
Odense Boldklub,3,9354,LCB
Motherwell,18,9355,LCB
Club Atlético Tigre,20,9356,LB
Junior FC,21,9357,CB
Charlton Athletic,17,9358,LCM
LOSC Lille,4,9359,CB
New England Revolution,13,9360,CDM
Eintracht Braunschweig,30,9361,GK
Accrington Stanley,11,9362,LM
Club Atlético Huracán,26,9363,CM
VfL Osnabrück,17,9364,RCB
SV Mattersburg,20,9365,CAM
Charlton Athletic,10,9366,ST
Kawasaki Frontale,23,9367,CB
Cheltenham Town,8,9368,RM
Rochdale,6,9369,RCB
Jiangsu Suning FC,1,9370,GK
Rionegro Águilas,9,9371,ST
Botafogo,20,9372,CAM
,14,9373,CB
Lobos BUAP,2,9374,CB
Al Shabab,99,9375,ST
Orlando City SC,28,9376,CB
Southend United,18,9377,RDM
PEC Zwolle,34,9378,LCB
CD Lugo,14,9379,ST
1. FC Heidenheim 1846,6,9380,RCB
Valenciennes FC,24,9381,LCB
Panathinaikos FC,24,9382,LCB
Beijing Sinobo Guoan FC,4,9383,LB
Grêmio,18,9384,CAM
FC Hansa Rostock,4,9385,LDM
SpVgg Greuther Fürth,5,9386,LCB
DC United,13,9387,RCB
Nagoya Grampus,28,9388,RF
SV Meppen,15,9389,RB
Lobos BUAP,19,9390,RM
Stade Brestois 29,9,9391,ST
Spezia,22,9392,GK
Kashiwa Reysol,8,9393,RB
Milton Keynes Dons,10,9394,ST
Elche CF,23,9395,LB
Belgrano de Córdoba,25,9396,CB
Sint-Truidense VV,18,9397,ST
Bursaspor,34,9398,CM
Orlando Pirates,26,9399,LW
Roma,63,9400,GK
,5,9401,RCB
Celtic,24,9402,GK
Livingston FC,4,9403,LCB
Milton Keynes Dons,1,9404,GK
Vancouver Whitecaps FC,22,9405,CDM
San Martin de Tucumán,19,9406,ST
FC Schalke 04,35,9407,GK
Al Ittihad,14,9408,CB
Excelsior,6,9409,RDM
TSV Hartberg,9,9410,CAM
Foggia,23,9411,LB
Zag??bie Lubin,33,9412,LCB
Molde FK,3,9413,LB
Luton Town,6,9414,RCB
CD Tondela,34,9415,CB
Newell's Old Boys,13,9416,CB
Bahia,17,9417,CAM
Monterrey,19,9418,ST
Querétaro,18,9419,CAM
Vålerenga Fotball,7,9420,RDM
Shonan Bellmare,1,9421,GK
Bury,9,9422,ST
Audax Italiano,15,9423,LB
Nagoya Grampus,17,9424,CB
Hamburger SV,18,9425,LM
Wis?a P?ock,10,9426,LM
Notts County,8,9427,CDM
Valenciennes FC,22,9428,RM
Barnsley,4,9429,CDM
Puebla FC,5,9430,LCB
Queens Park Rangers,8,9431,CM
CD Antofagasta,42,9432,RW
Fleetwood Town,6,9433,LB
CF Rayo Majadahonda,9,9434,ST
FC St. Pauli,2,9435,CB
Walsall,1,9436,GK
Estudiantes de La Plata,8,9437,LM
FC Luzern,27,9438,RB
Odense Boldklub,2,9439,CB
De Graafschap,8,9440,CDM
Sagan Tosu,7,9441,RM
Fortuna Sittard,19,9442,ST
Racing Club,25,9443,GK
Scunthorpe United,7,9444,LCM
Arka Gdynia,7,9445,ST
FC Sion,42,9446,GK
Belgrano de Córdoba,16,9447,RCM
FC Tokyo,5,9448,CB
SKN St. Pölten,1,9449,GK
PSV,24,9450,CAM
Yeni Malatyaspor,70,9451,CDM
Tianjin Quanjian FC,1,9452,GK
Bradford City,8,9453,CM
Notts County,19,9454,LCB
Sarpsborg 08 FF,6,9455,LCB
SV Zulte-Waregem,4,9456,RCB
US Orléans Loiret Football,30,9457,GK
West Bromwich Albion,24,9458,CB
Exeter City,7,9459,LM
Brescia,28,9460,ST
UD Almería,5,9461,CB
Ulsan Hyundai FC,1,9462,GK
